Location,Year,Area,Price
Kharar Mohali,2018,1075,2977399.43
Kharar Mohali,2017,1075,2835618.51
Kharar Mohali,2016,1075,2700589.05
Kharar Mohali,2015,1075,2571989.58
Kharar Mohali,2014,1075,2449513.88
Kharar Mohali,2023,990,3460000.0
Kharar Mohali,2022,990,3295238.1
Kharar Mohali,2021,990,3138322.0
Kharar Mohali,2020,990,2988878.09
Kharar Mohali,2019,990,2846550.56
Kharar Mohali,2018,990,2711000.54
Kharar Mohali,2017,990,2581905.27
Kharar Mohali,2016,990,2458957.4
Kharar Mohali,2015,990,2341864.19
Kharar Mohali,2014,990,2230346.85
Kharar Mohali,2023,990,3450000.0
Kharar Mohali,2022,990,3285714.29
Kharar Mohali,2021,990,3129251.7
Kharar Mohali,2020,990,2980239.71
Kharar Mohali,2019,990,2838323.54
Kharar Mohali,2018,990,2703165.27
Kharar Mohali,2017,990,2574443.12
Kharar Mohali,2016,990,2451850.59
Kharar Mohali,2015,990,2335095.8
Kharar Mohali,2014,990,2223900.76
Kharar Mohali,2023,990,3430000.0
Kharar Mohali,2022,990,3266666.67
Kharar Mohali,2021,990,3111111.11
Kharar Mohali,2020,990,2962962.96
Kharar Mohali,2019,990,2821869.49
Kharar Mohali,2018,990,2687494.75
Kharar Mohali,2017,990,2559518.81
Kharar Mohali,2016,990,2437636.96
Kharar Mohali,2015,990,2321559.01
Kharar Mohali,2014,990,2211008.58
Kharar Mohali,2023,990,3400000.0
Kharar Mohali,2022,990,3238095.24
Kharar Mohali,2021,990,3083900.23
Kharar Mohali,2020,990,2937047.84
Kharar Mohali,2019,990,2797188.41
Kharar Mohali,2018,990,2663988.97
Kharar Mohali,2017,990,2537132.35
Kharar Mohali,2016,990,2416316.52
Kharar Mohali,2015,990,2301253.83
Kharar Mohali,2014,990,2191670.32
Ambala Highway,2023,1620,4420000.0
Ambala Highway,2022,1620,4209523.81
Ambala Highway,2021,1620,4009070.29
Ambala Highway,2020,1620,3818162.19
Ambala Highway,2019,1620,3636344.94
Ambala Highway,2018,1620,3463185.66
Ambala Highway,2017,1620,3298272.05
Ambala Highway,2016,1620,3141211.48
Ambala Highway,2015,1620,2991629.98
Ambala Highway,2014,1620,2849171.41
zirakpur vip road,2023,1620,4410000.0
zirakpur vip road,2022,1620,4200000.0
zirakpur vip road,2021,1620,4000000.0
zirakpur vip road,2020,1620,3809523.81
zirakpur vip road,2019,1620,3628117.91
zirakpur vip road,2018,1620,3455350.39
zirakpur vip road,2017,1620,3290809.9
zirakpur vip road,2016,1620,3134104.67
zirakpur vip road,2015,1620,2984861.59
zirakpur vip road,2014,1620,2842725.32
Vip Road Zirakpur,2023,1620,4400000.0
Vip Road Zirakpur,2022,1620,4190476.19
Vip Road Zirakpur,2021,1620,3990929.71
Vip Road Zirakpur,2020,1620,3800885.43
Vip Road Zirakpur,2019,1620,3619890.89
Vip Road Zirakpur,2018,1620,3447515.13
Vip Road Zirakpur,2017,1620,3283347.75
Vip Road Zirakpur,2016,1620,3126997.85
Vip Road Zirakpur,2015,1620,2978093.19
Vip Road Zirakpur,2014,1620,2836279.23
Vip Road Zirakpur,2023,1620,4440000.0
Vip Road Zirakpur,2022,1620,4228571.43
Vip Road Zirakpur,2021,1620,4027210.88
Vip Road Zirakpur,2020,1620,3835438.94
Vip Road Zirakpur,2019,1620,3652798.99
Vip Road Zirakpur,2018,1620,3478856.18
Vip Road Zirakpur,2017,1620,3313196.36
Vip Road Zirakpur,2016,1620,3155425.11
Vip Road Zirakpur,2015,1620,3005166.77
Vip Road Zirakpur,2014,1620,2862063.59
zirakpur vip road,2023,1550,3870000.0
zirakpur vip road,2022,1550,3685714.29
zirakpur vip road,2021,1550,3510204.08
zirakpur vip road,2020,1550,3343051.51
zirakpur vip road,2019,1550,3183858.58
zirakpur vip road,2018,1550,3032246.26
zirakpur vip road,2017,1550,2887853.58
zirakpur vip road,2016,1550,2750336.75
zirakpur vip road,2015,1550,2619368.33
zirakpur vip road,2014,1550,2494636.51
zirakpur vip road,2023,1550,3860000.0
zirakpur vip road,2022,1550,3676190.48
zirakpur vip road,2021,1550,3501133.79
zirakpur vip road,2020,1550,3334413.13
zirakpur vip road,2019,1550,3175631.55
zirakpur vip road,2018,1550,3024411.0
zirakpur vip road,2017,1550,2880391.43
zirakpur vip road,2016,1550,2743229.93
zirakpur vip road,2015,1550,2612599.94
zirakpur vip road,2014,1550,2488190.42
Vip Road Zirakpur,2023,1550,3850000.0
Vip Road Zirakpur,2022,1550,3666666.67
Vip Road Zirakpur,2021,1550,3492063.49
Vip Road Zirakpur,2020,1550,3325774.75
Vip Road Zirakpur,2019,1550,3167404.53
Vip Road Zirakpur,2018,1550,3016575.74
Vip Road Zirakpur,2017,1550,2872929.28
Vip Road Zirakpur,2016,1550,2736123.12
Vip Road Zirakpur,2015,1550,2605831.54
Vip Road Zirakpur,2014,1550,2481744.33
Vip Road Zirakpur,2023,1550,3840000.0
Vip Road Zirakpur,2022,1550,3657142.86
Vip Road Zirakpur,2021,1550,3482993.2
Vip Road Zirakpur,2020,1550,3317136.38
Vip Road Zirakpur,2019,1550,3159177.5
Vip Road Zirakpur,2018,1550,3008740.48
Vip Road Zirakpur,2017,1550,2865467.12
Vip Road Zirakpur,2016,1550,2729016.31
Vip Road Zirakpur,2015,1550,2599063.15
Vip Road Zirakpur,2014,1550,2475298.24
Vip Road Zirakpur,2023,1550,3820000.0
Vip Road Zirakpur,2022,1550,3638095.24
Vip Road Zirakpur,2021,1550,3464852.61
Vip Road Zirakpur,2020,1550,3299859.63
Vip Road Zirakpur,2019,1550,3142723.45
Vip Road Zirakpur,2018,1550,2993069.96
Vip Road Zirakpur,2017,1550,2850542.82
Vip Road Zirakpur,2016,1550,2714802.68
Vip Road Zirakpur,2015,1550,2585526.36
Vip Road Zirakpur,2014,1550,2462406.06
Vip Road Zirakpur,2023,1550,3800000.0
Vip Road Zirakpur,2022,1550,3619047.62
Vip Road Zirakpur,2021,1550,3446712.02
Vip Road Zirakpur,2020,1550,3282582.87
Vip Road Zirakpur,2019,1550,3126269.4
Vip Road Zirakpur,2018,1550,2977399.43
Vip Road Zirakpur,2017,1550,2835618.51
Vip Road Zirakpur,2016,1550,2700589.05
Vip Road Zirakpur,2015,1550,2571989.58
Vip Road Zirakpur,2014,1550,2449513.88
Vip Road Zirakpur,2023,1550,3810000.0
Vip Road Zirakpur,2022,1550,3628571.43
Vip Road Zirakpur,2021,1550,3455782.31
Vip Road Zirakpur,2020,1550,3291221.25
Vip Road Zirakpur,2019,1550,3134496.43
Vip Road Zirakpur,2018,1550,2985234.69
Vip Road Zirakpur,2017,1550,2843080.66
Vip Road Zirakpur,2016,1550,2707695.87
Vip Road Zirakpur,2015,1550,2578757.97
Vip Road Zirakpur,2014,1550,2455959.97
Sec 124 Sunny Enclave,2023,960,2290000.0
Sec 124 Sunny Enclave,2022,960,2180952.38
Sec 124 Sunny Enclave,2021,960,2077097.51
Sec 124 Sunny Enclave,2020,960,1978188.1
Sec 124 Sunny Enclave,2019,960,1883988.67
Sec 124 Sunny Enclave,2018,960,1794274.92
Sec 124 Sunny Enclave,2017,960,1708833.26
Sec 124 Sunny Enclave,2016,960,1627460.25
Sec 124 Sunny Enclave,2015,960,1549962.14
Sec 124 Sunny Enclave,2014,960,1476154.42
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2023,1450,3900000.0
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2022,1450,3714285.71
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2021,1450,3537414.97
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2020,1450,3368966.63
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2019,1450,3208539.65
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2018,1450,3055752.05
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2017,1450,2910240.05
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2016,1450,2771657.19
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2015,1450,2639673.51
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2014,1450,2513974.77
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2023,1590,4600000.0
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2022,1590,4380952.38
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2021,1590,4172335.6
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2020,1590,3973652.95
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2019,1590,3784431.38
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2018,1590,3604220.37
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2017,1590,3432590.82
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2016,1590,3269134.12
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2015,1590,3113461.07
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2014,1590,2965201.01
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2023,1450,42000000.0
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2022,1450,40000000.0
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2021,1450,38095238.1
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2020,1450,36281179.14
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2019,1450,34553503.94
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2018,1450,32908098.99
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2017,1450,31341046.66
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2016,1450,29848615.87
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2015,1450,28427253.21
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2014,1450,27073574.48
Peermachhala,2023,1350,3900000.0
Peermachhala,2022,1350,3714285.71
Peermachhala,2021,1350,3537414.97
Peermachhala,2020,1350,3368966.63
Peermachhala,2019,1350,3208539.65
Peermachhala,2018,1350,3055752.05
Peermachhala,2017,1350,2910240.05
Peermachhala,2016,1350,2771657.19
Peermachhala,2015,1350,2639673.51
Peermachhala,2014,1350,2513974.77
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2023,1590,4600000.0
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2022,1590,4380952.38
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2021,1590,4172335.6
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2020,1590,3973652.95
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2019,1590,3784431.38
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2018,1590,3604220.37
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2017,1590,3432590.82
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2016,1590,3269134.12
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2015,1590,3113461.07
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2014,1590,2965201.01
Mohali Sector 127,2023,950,2690000.0
Mohali Sector 127,2022,950,2561904.76
Mohali Sector 127,2021,950,2439909.3
Mohali Sector 127,2020,950,2323723.14
Mohali Sector 127,2019,950,2213069.66
Mohali Sector 127,2018,950,2107685.39
Mohali Sector 127,2017,950,2007319.42
Mohali Sector 127,2016,950,1911732.78
Mohali Sector 127,2015,950,1820697.88
Mohali Sector 127,2014,950,1733997.98
New Chandigarh Mullanpur,2023,2000,8123052.0
New Chandigarh Mullanpur,2022,2000,7736240.0
New Chandigarh Mullanpur,2021,2000,7367847.62
New Chandigarh Mullanpur,2020,2000,7016997.73
New Chandigarh Mullanpur,2019,2000,6682854.98
New Chandigarh Mullanpur,2018,2000,6364623.79
New Chandigarh Mullanpur,2017,2000,6061546.47
New Chandigarh Mullanpur,2016,2000,5772901.4
New Chandigarh Mullanpur,2015,2000,5498001.33
New Chandigarh Mullanpur,2014,2000,5236191.75
Vip Road Zirakpur,2023,1520,3950000.0
Vip Road Zirakpur,2022,1520,3761904.76
Vip Road Zirakpur,2021,1520,3582766.44
Vip Road Zirakpur,2020,1520,3412158.51
Vip Road Zirakpur,2019,1520,3249674.78
Vip Road Zirakpur,2018,1520,3094928.36
Vip Road Zirakpur,2017,1520,2947550.82
Vip Road Zirakpur,2016,1520,2807191.25
Vip Road Zirakpur,2015,1520,2673515.48
Vip Road Zirakpur,2014,1520,2546205.22
zirakpur vip road,2023,1550,3750000.0
zirakpur vip road,2022,1550,3571428.57
zirakpur vip road,2021,1550,3401360.54
zirakpur vip road,2020,1550,3239390.99
zirakpur vip road,2019,1550,3085134.28
zirakpur vip road,2018,1550,2938223.12
zirakpur vip road,2017,1550,2798307.74
zirakpur vip road,2016,1550,2665054.99
zirakpur vip road,2015,1550,2538147.61
zirakpur vip road,2014,1550,2417283.44
zirakpur vip road,2023,1620,3850000.0
zirakpur vip road,2022,1620,3666666.67
zirakpur vip road,2021,1620,3492063.49
zirakpur vip road,2020,1620,3325774.75
zirakpur vip road,2019,1620,3167404.53
zirakpur vip road,2018,1620,3016575.74
zirakpur vip road,2017,1620,2872929.28
zirakpur vip road,2016,1620,2736123.12
zirakpur vip road,2015,1620,2605831.54
zirakpur vip road,2014,1620,2481744.33
Ambala Highway,2023,1550,3790000.0
Ambala Highway,2022,1550,3609523.81
Ambala Highway,2021,1550,3437641.72
Ambala Highway,2020,1550,3273944.5
Ambala Highway,2019,1550,3118042.38
Ambala Highway,2018,1550,2969564.17
Ambala Highway,2017,1550,2828156.35
Ambala Highway,2016,1550,2693482.24
Ambala Highway,2015,1550,2565221.18
Ambala Highway,2014,1550,2443067.79
zirakpur vip road,2023,1550,3750000.0
zirakpur vip road,2022,1550,3571428.57
zirakpur vip road,2021,1550,3401360.54
zirakpur vip road,2020,1550,3239390.99
zirakpur vip road,2019,1550,3085134.28
zirakpur vip road,2018,1550,2938223.12
zirakpur vip road,2017,1550,2798307.74
zirakpur vip road,2016,1550,2665054.99
zirakpur vip road,2015,1550,2538147.61
zirakpur vip road,2014,1550,2417283.44
sector 5 Mubarikpur road derabassi,2023,1120,2475000.0
sector 5 Mubarikpur road derabassi,2022,1120,2357142.86
sector 5 Mubarikpur road derabassi,2021,1120,2244897.96
sector 5 Mubarikpur road derabassi,2020,1120,2137998.06
sector 5 Mubarikpur road derabassi,2019,1120,2036188.63
sector 5 Mubarikpur road derabassi,2018,1120,1939227.26
sector 5 Mubarikpur road derabassi,2017,1120,1846883.11
sector 5 Mubarikpur road derabassi,2016,1120,1758936.29
sector 5 Mubarikpur road derabassi,2015,1120,1675177.42
sector 5 Mubarikpur road derabassi,2014,1120,1595407.07
Zirakpur GAzipur Road,2023,1200,3500000.0
Zirakpur GAzipur Road,2022,1200,3333333.33
Zirakpur GAzipur Road,2021,1200,3174603.17
Zirakpur GAzipur Road,2020,1200,3023431.59
Zirakpur GAzipur Road,2019,1200,2879458.66
Zirakpur GAzipur Road,2018,1200,2742341.58
Zirakpur GAzipur Road,2017,1200,2611753.89
Zirakpur GAzipur Road,2016,1200,2487384.66
Zirakpur GAzipur Road,2015,1200,2368937.77
Zirakpur GAzipur Road,2014,1200,2256131.21
Vip Road Zirakpur,2023,1800,4990000.0
Vip Road Zirakpur,2022,1800,4752380.95
Vip Road Zirakpur,2021,1800,4526077.1
Vip Road Zirakpur,2020,1800,4310549.62
Vip Road Zirakpur,2019,1800,4105285.35
Vip Road Zirakpur,2018,1800,3909795.57
Vip Road Zirakpur,2017,1800,3723614.83
Vip Road Zirakpur,2016,1800,3546299.84
Vip Road Zirakpur,2015,1800,3377428.42
Vip Road Zirakpur,2014,1800,3216598.49
Zirakpur GAzipur Road,2023,1020,2890000.0
Zirakpur GAzipur Road,2022,1020,2752380.95
Zirakpur GAzipur Road,2021,1020,2621315.19
Zirakpur GAzipur Road,2020,1020,2496490.66
Zirakpur GAzipur Road,2019,1020,2377610.15
Zirakpur GAzipur Road,2018,1020,2264390.62
Zirakpur GAzipur Road,2017,1020,2156562.5
Zirakpur GAzipur Road,2016,1020,2053869.04
Zirakpur GAzipur Road,2015,1020,1956065.76
Zirakpur GAzipur Road,2014,1020,1862919.77
sector 5 Mubarikpur road derabassi,2023,1120,2475000.0
sector 5 Mubarikpur road derabassi,2022,1120,2357142.86
sector 5 Mubarikpur road derabassi,2021,1120,2244897.96
sector 5 Mubarikpur road derabassi,2020,1120,2137998.06
sector 5 Mubarikpur road derabassi,2019,1120,2036188.63
sector 5 Mubarikpur road derabassi,2018,1120,1939227.26
sector 5 Mubarikpur road derabassi,2017,1120,1846883.11
sector 5 Mubarikpur road derabassi,2016,1120,1758936.29
sector 5 Mubarikpur road derabassi,2015,1120,1675177.42
sector 5 Mubarikpur road derabassi,2014,1120,1595407.07
Airport Road,2023,1500,5500000.0
Airport Road,2022,1500,5238095.24
Airport Road,2021,1500,4988662.13
Airport Road,2020,1500,4751106.79
Airport Road,2019,1500,4524863.61
Airport Road,2018,1500,4309393.92
Airport Road,2017,1500,4104184.68
Airport Road,2016,1500,3908747.32
Airport Road,2015,1500,3722616.49
Airport Road,2014,1500,3545349.04
Ambala Highway,2023,1810,6890000.0
Ambala Highway,2022,1810,6561904.76
Ambala Highway,2021,1810,6249433.11
Ambala Highway,2020,1810,5951841.05
Ambala Highway,2019,1810,5668420.05
Ambala Highway,2018,1810,5398495.29
Ambala Highway,2017,1810,5141424.08
Ambala Highway,2016,1810,4896594.36
Ambala Highway,2015,1810,4663423.2
Ambala Highway,2014,1810,4441355.43
zirakpur vip road,2023,1000,3290000.0
zirakpur vip road,2022,1000,3133333.33
zirakpur vip road,2021,1000,2984126.98
zirakpur vip road,2020,1000,2842025.7
zirakpur vip road,2019,1000,2706691.14
zirakpur vip road,2018,1000,2577801.09
zirakpur vip road,2017,1000,2455048.65
zirakpur vip road,2016,1000,2338141.58
zirakpur vip road,2015,1000,2226801.5
zirakpur vip road,2014,1000,2120763.33
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1530,3790000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1530,3609523.81
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1530,3437641.72
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1530,3273944.5
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1530,3118042.38
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1530,2969564.17
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1530,2828156.35
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1530,2693482.24
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1530,2565221.18
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1530,2443067.79
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1270,2940000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1270,2800000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1270,2666666.67
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1270,2539682.54
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1270,2418745.28
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1270,2303566.93
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1270,2193873.27
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1270,2089403.11
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1270,1989907.72
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1270,1895150.21
Zirakpur punjab,2023,1008,1990000.0
Zirakpur punjab,2022,1008,1895238.1
Zirakpur punjab,2021,1008,1804988.66
Zirakpur punjab,2020,1008,1719036.82
Zirakpur punjab,2019,1008,1637177.92
Zirakpur punjab,2018,1008,1559217.07
Zirakpur punjab,2017,1008,1484968.64
Zirakpur punjab,2016,1008,1414255.85
Zirakpur punjab,2015,1008,1346910.33
Zirakpur punjab,2014,1008,1282771.74
Kharar Mohali,2023,1200,4140000.0
Kharar Mohali,2022,1200,3942857.14
Kharar Mohali,2021,1200,3755102.04
Kharar Mohali,2020,1200,3576287.66
Kharar Mohali,2019,1200,3405988.25
Kharar Mohali,2018,1200,3243798.33
Kharar Mohali,2017,1200,3089331.74
Kharar Mohali,2016,1200,2942220.71
Kharar Mohali,2015,1200,2802114.96
Kharar Mohali,2014,1200,2668680.91
Vip Road Zirakpur,2023,950,3290000.0
Vip Road Zirakpur,2022,950,3133333.33
Vip Road Zirakpur,2021,950,2984126.98
Vip Road Zirakpur,2020,950,2842025.7
Vip Road Zirakpur,2019,950,2706691.14
Vip Road Zirakpur,2018,950,2577801.09
Vip Road Zirakpur,2017,950,2455048.65
Vip Road Zirakpur,2016,950,2338141.58
Vip Road Zirakpur,2015,950,2226801.5
Vip Road Zirakpur,2014,950,2120763.33
Dhakoli,2023,1100,3390000.0
Dhakoli,2022,1100,3228571.43
Dhakoli,2021,1100,3074829.93
Dhakoli,2020,1100,2928409.46
Dhakoli,2019,1100,2788961.39
Dhakoli,2018,1100,2656153.7
Dhakoli,2017,1100,2529670.19
Dhakoli,2016,1100,2409209.71
Dhakoli,2015,1100,2294485.44
Dhakoli,2014,1100,2185224.23
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1380,3990000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1380,3800000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1380,3619047.62
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1380,3446712.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1380,3282582.87
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1380,3126269.4
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1380,2977399.43
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1380,2835618.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1380,2700589.05
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1380,2571989.58
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,650,1790000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,650,1704761.9
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,650,1623582.77
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,650,1546269.3
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,650,1472637.43
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,650,1402511.84
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,650,1335725.56
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,650,1272119.58
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,650,1211542.46
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,650,1153849.96
Mohali Sector 127,2023,907,2685000.0
Mohali Sector 127,2022,907,2557142.86
Mohali Sector 127,2021,907,2435374.15
Mohali Sector 127,2020,907,2319403.95
Mohali Sector 127,2019,907,2208956.14
Mohali Sector 127,2018,907,2103767.76
Mohali Sector 127,2017,907,2003588.34
Mohali Sector 127,2016,907,1908179.37
Mohali Sector 127,2015,907,1817313.69
Mohali Sector 127,2014,907,1730774.94
Mohali Sec 113,2023,2150,6435000.0
Mohali Sec 113,2022,2150,6128571.43
Mohali Sec 113,2021,2150,5836734.69
Mohali Sec 113,2020,2150,5558794.95
Mohali Sec 113,2019,2150,5294090.43
Mohali Sec 113,2018,2150,5041990.88
Mohali Sec 113,2017,2150,4801896.08
Mohali Sec 113,2016,2150,4573234.36
Mohali Sec 113,2015,2150,4355461.29
Mohali Sec 113,2014,2150,4148058.38
Mohali Sec 113,2023,2150,6432000.0
Mohali Sec 113,2022,2150,6125714.29
Mohali Sec 113,2021,2150,5834013.61
Mohali Sec 113,2020,2150,5556203.43
Mohali Sec 113,2019,2150,5291622.32
Mohali Sec 113,2018,2150,5039640.3
Mohali Sec 113,2017,2150,4799657.43
Mohali Sec 113,2016,2150,4571102.32
Mohali Sec 113,2015,2150,4353430.78
Mohali Sec 113,2014,2150,4146124.55
Mohali Sector 127,2023,1050,2590000.0
Mohali Sector 127,2022,1050,2466666.67
Mohali Sector 127,2021,1050,2349206.35
Mohali Sector 127,2020,1050,2237339.38
Mohali Sector 127,2019,1050,2130799.41
Mohali Sector 127,2018,1050,2029332.77
Mohali Sector 127,2017,1050,1932697.88
Mohali Sector 127,2016,1050,1840664.65
Mohali Sector 127,2015,1050,1753013.95
Mohali Sector 127,2014,1050,1669537.09
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1400,3690000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1400,3514285.71
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1400,3346938.78
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1400,3187560.74
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1400,3035772.13
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1400,2891211.55
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1400,2753534.81
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1400,2622414.11
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1400,2497537.25
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1400,2378606.9
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1670,4290000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1670,4085714.29
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1670,3891156.46
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1670,3705863.3
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1670,3529393.62
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1670,3361327.25
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1670,3201264.05
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1670,3048822.91
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1670,2903640.86
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1670,2765372.25
Mohali Sector 127,2023,950,2390000.0
Mohali Sector 127,2022,950,2276190.48
Mohali Sector 127,2021,950,2167800.45
Mohali Sector 127,2020,950,2064571.86
Mohali Sector 127,2019,950,1966258.91
Mohali Sector 127,2018,950,1872627.54
Mohali Sector 127,2017,950,1783454.8
Mohali Sector 127,2016,950,1698528.38
Mohali Sector 127,2015,950,1617646.08
Mohali Sector 127,2014,950,1540615.31
Mohali Sector 127,2023,1005,2790000.0
Mohali Sector 127,2022,1005,2657142.86
Mohali Sector 127,2021,1005,2530612.24
Mohali Sector 127,2020,1005,2410106.9
Mohali Sector 127,2019,1005,2295339.9
Mohali Sector 127,2018,1005,2186038.0
Mohali Sector 127,2017,1005,2081940.96
Mohali Sector 127,2016,1005,1982800.91
Mohali Sector 127,2015,1005,1888381.82
Mohali Sector 127,2014,1005,1798458.88
Chandigarh,2023,1650,8290000.0
Chandigarh,2022,1650,7895238.1
Chandigarh,2021,1650,7519274.38
Chandigarh,2020,1650,7161213.69
Chandigarh,2019,1650,6820203.52
Chandigarh,2018,1650,6495431.92
Chandigarh,2017,1650,6186125.64
Chandigarh,2016,1650,5891548.23
Chandigarh,2015,1650,5610998.31
Chandigarh,2014,1650,5343807.92
Sector 20,2023,2250,8290000.0
Sector 20,2022,2250,7895238.1
Sector 20,2021,2250,7519274.38
Sector 20,2020,2250,7161213.69
Sector 20,2019,2250,6820203.52
Sector 20,2018,2250,6495431.92
Sector 20,2017,2250,6186125.64
Sector 20,2016,2250,5891548.23
Sector 20,2015,2250,5610998.31
Sector 20,2014,2250,5343807.92
Dera Bassi,2023,1650,3490000.0
Dera Bassi,2022,1650,3323809.52
Dera Bassi,2021,1650,3165532.88
Dera Bassi,2020,1650,3014793.22
Dera Bassi,2019,1650,2871231.64
Dera Bassi,2018,1650,2734506.32
Dera Bassi,2017,1650,2604291.73
